Netzwerkforschung Sprecher,Quelle_Inst,function,activity,Zeitraum,Institution,spezifische Institution,SOFISwiki_Inst,SOFISwiki_instID
"Angermüller/Angermuller, Johannes",Eigene Website: http://www.johannes-angermuller.net/deutsch/index.html,Wissenschaftlicher Mitarbeiter,Lehrstuhl für Makrosoziologie,1999/04-2003/07,Otto-von-Guericke-Universität Magdeburg,Institut für Soziologie Lehrstuhl für Makrosoziologie ,Institut für Soziologie Lehrstuhl für Makrosoziologie (Magdeburg),726026
"Angermüller/Angermuller, Johannes",Eigene Website: http://www.johannes-angermuller.net/deutsch/index.html,Auslandsaufenthalt,,2001,Université de Paris XII - Val de Marne ,,n,n
"Angermüller/Angermuller, Johannes",Eigene Website: http://www.johannes-angermuller.net/deutsch/index.html,Binationale Promotion:  'Propheten' und 'Humanisten': Sciences humaines-Konjunktur und intellektuelles Feld in Frankreich (1960-1980) in der struktural-pragmatischen Diskursanalyse ,,2003/04,Université de Paris XII - Val de Marne ,,n,n
"Angermüller/Angermuller, Johannes",Eigene Website: http://www.johannes-angermuller.net/deutsch/index.html,Binationale Promotion:  'Propheten' und 'Humanisten': Sciences humaines-Konjunktur und intellektuelles Feld in Frankreich (1960-1980) in der struktural-pragmatischen Diskursanalyse ,,2003/04,Otto-von-Guericke-Universität Magdeburg,Institut für Soziologie Lehrstuhl für Makrosoziologie ,Institut für Soziologie Lehrstuhl für Makrosoziologie (Magdeburg),726026
"Angermüller/Angermuller, Johannes",Eigene Website: http://www.johannes-angermuller.net/deutsch/index.html,Wissenschafftlicher Assistent,,2003/08-2009/08,Otto-von-Guericke-Universität Magdeburg,Institut für Soziologie Lehrstuhl für Makrosoziologie ,Institut für Soziologie Lehrstuhl für Makrosoziologie (Magdeburg),726026
"Angermüller/Angermuller, Johannes",Eigene Website: http://www.johannes-angermuller.net/deutsch/index.html,Postdoc-Aufenthalt,,2004/04-2005/08,"Université de Picardie, Amiens ",,n,n
"Angermüller/Angermuller, Johannes",Eigene Website: http://www.johannes-angermuller.net/deutsch/index.html,Stipendiat der Humboldt-Stiftung,,2004/04-2005/08,Humboldt-Stiftung,,Alexander von Humboldt-Stiftung (Bonn),149
"Angermüller/Angermuller, Johannes",Eigene Website: http://www.johannes-angermuller.net/deutsch/index.html,Postdoc-Aufenthalt,,2004/04-2005/08,"Ceditec (Centre d'ßetude des discours, images, textes, écrits, communications), Paris, 12",,n,n
"Angermüller/Angermuller, Johannes",Eigene Website: http://www.johannes-angermuller.net/deutsch/index.html,Juniorprofessor,Soziologie der Hochschule ,2009/08-2012/10,Johannes Gutenberg-Universität Mainz,Institut für Soziologie,Institut für Soziologie (Mainz),15131
"Angermüller/Angermuller, Johannes",Eigene Website: http://www.johannes-angermuller.net/deutsch/index.html,Forschungsaufenthalt,,2010/02-2010/04,Harvard University,,Harvard University Cambridge (Cambridge),1473
"Angermüller/Angermuller, Johannes",Eigene Website: http://www.johannes-angermuller.net/deutsch/index.html,Forschungsaufenthalt,,2012/02-2012/04,"University of California, Berkeley",,University of California Berkeley (Berkeley),3269
"Angermüller/Angermuller, Johannes",Eigene Website: http://www.johannes-angermuller.net/deutsch/index.html,Research Professor,Chair of Discourse am Centre for Applied Linguistics,2012/11-,University of Warwick Coventry,,University of Warwick Coventry (Coventry),12814
"Angermüller/Angermuller, Johannes",Eigene Website: http://www.johannes-angermuller.net/deutsch/index.html,Forschungsgruppenleiter,,2013/03-,EHESS,,École des Hautes Études en Sciences Sociales (Paris),11112
"Angermüller/Angermuller, Johannes",Eigene Website: http://www.johannes-angermuller.net/deutsch/index.html,Gastprofessor,,2015/12-2016/03,University of Michigan,,University of Michigan Ann Arbor (Ann Arbor),9913
"Ayaß, Ruth",ZIF Uni Bielefeld,MA studies, linguistics and sociology (Magister),1990,University of Constance,n,Universität Konstanz (Konstanz),3332
"Ayaß, Ruth",ZIF Uni Bielefeld,MA-thesis, linguistics and sociology (Magister),28.12.1990,University of Constance,n,Universität Konstanz (Konstanz),3332
"Ayaß, Ruth",ZIF Uni Bielefeld,PhD thesis,sociology ,1996,University of Giessen,n,Justus-Liebig-Universität Gießen (Gießen),3320
"Ayaß, Ruth",ZIF Uni Bielefeld,Habilitation thesis,Venia Legendi for sociology,2004,University of Bielefeld,faculty for sociolgy,"Fak. für Soziologie
Universität Bielefeld (Bielefeld)",8592
"Ayaß, Ruth",ZIF Uni Bielefeld,Student Assistant,Academic career,1987- 1991,University of Giessen,n,Justus-Liebig-Universität Gießen (Gießen),3320
"Ayaß, Ruth",ZIF Uni Bielefeld,Student Assistant,Academic career,1987- 1991,University of Constance,n,Universität Konstanz (Konstanz),3332
"Ayaß, Ruth",ZIF Uni Bielefeld,Research Assistant,Academic career,1991 to 1999,University Giessen,Institute for Sociology,"Institut für Soziologie
FB 03 Sozial- und Kulturwissenschaften (Gießen)
Justus-Liebig-Universität Gießen (Gießen)",8624
"Ayaß, Ruth",ZIF Uni Bielefeld,Associate Professo,Academic career,1999 to 2004,University Giessen, Institute for Sociology,"Institut für Soziologie
FB 03 Sozial- und Kulturwissenschaften (Gießen)
Justus-Liebig-Universität Gießen (Gießen)",8624
"Ayaß, Ruth",ZIF Uni Bielefeld,Associate Professo,Academic career,1999 to 2004,Bielefeld University, Faculty for Sociology,"Fak. für Soziologie
Universität Bielefeld (Bielefeld)",8592
"Ayaß, Ruth",ZIF Uni Bielefeld,Full Professor,Academic career,2004-,University of Klagenfurt," Institute for Culture, Literature und Music",Universität Klagenfurt (Klagenfurt),3317
"Barboza, Amalia",Universität des Saarlandes,Studium ,Bildhauerei,1990-1993,Escuela de Artes Aplicadas y Oficios Arísticos Madrid,,n,n
"Barboza, Amalia",Universität des Saarlandes,Studium ,Soziologie,1990-1995,Universidad Complutense Madrid,,Universidad Complutense de Madrid (Madrid),14053
"Barboza, Amalia",Universität des Saarlandes,Studium ,Soziologie,1990-1995,Universität Konstanz,,Universität Konstanz (Konstanz),3332
"Barboza, Amalia",Universität des Saarlandes,Graduiertenstudium,"Soziologische Theorie: Kommunikation, Wissen und Kultur",1995-1997,Universidad Complutense Madrid,,Universidad Complutense de Madrid (Madrid),14053
"Barboza, Amalia",Universität des Saarlandes,Studienjahr,,1996-1997,Escola de Artes Visuais o Parque Lage Rio de Janeiro,,n,n
"Barboza, Amalia",Universität des Saarlandes,Wissenschaftliche Hilfskraft und Lehrbeauftragte ,Soziologie,1998-2004,Technsiche Universität Dresden,Institut für Soziologie,Institut für Soziologie (Dresden),12330
"Barboza, Amalia",Universität des Saarlandes,Kunststudium,Malerei/Grafik/Bildhauerei/anderer bildnerische Medien,1998-2003,Hochschule für Bildende Künste Dresden,,Hochschule für Bildende Künste Dresden (Dresden),12885
"Barboza, Amalia",Universität des Saarlandes,Promotion,Dr. phil. (Soziologie),2002,Technsiche Universität Dresden,,Technische Universität Dresden (Dresden),12262
"Barboza, Amalia",Universität des Saarlandes,Wissenschaftliche Mitarbeiterin,"Fachbereich ""Kulturwissenschaft Spanien und Lateinamerika""",2003-2005,Technsiche Universität Dresden,"Fak. Sprach-, Literatur- und Kulturwissenschaften ","Fak. Sprach-, Literatur- und Kulturwissenschaften (Dresden)",17763
"Barboza, Amalia",Universität des Saarlandes,Meisterschüler,Bildende Künste,2004-2006,Hochschule für Bildende Künste Dresden,,Hochschule für Bildende Künste Dresden (Dresden),12885
"Barboza, Amalia",Universität des Saarlandes,Wissenschaftliche Mitarbeiterin ,Fachbereich Gesellschaftswissenschaften,2005-2012,Goethe-Universität Frankfurt,Fachbereich Gesellschaftswissenschaften,FB 03 Gesellschaftswissenschaften (Frankfurt am Main),8797
"Barboza, Amalia",Universität des Saarlandes,"Studiengruppe ""Architektonischer Affekt und gebaute Imagination"" am ""Forschungszentrum für Historische Geisteswissenschaften""",,2011-2013,Goethe-Universität Frankfurt,Fachbereich Gesellschaftswissenschaften,FB 03 Gesellschaftswissenschaften (Frankfurt am Main),8797
"Barboza, Amalia",Universität des Saarlandes,Vertretung der Juniorprofessur ,Theorien und Methoden der Kulturwissenschaften,2012,Universität des Saarlandes,"Fak. 04 Philosophische Fakultät II - Sprach-, Literatur- und Kulturwissenschaften","Fak. 04 Philosophische Fakultät II - Sprach-, Literatur- und Kulturwissenschaften (Saarbrücken)",105
"Barboza, Amalia",Universität des Saarlandes,Juniorprofessur,Theorien und Methoden der Kulturwissenschaften,2013-,Universität des Saarlandes,"Fak. 04 Philosophische Fakultät II - Sprach-, Literatur- und Kulturwissenschaften","Fak. 04 Philosophische Fakultät II - Sprach-, Literatur- und Kulturwissenschaften (Saarbrücken)",105
"Barboza, Amalia",Universität des Saarlandes,Mitarbeiterin,Sektion Kultursoziologie,?,Deutsche Gesellschaft für Soziologie,Sektion Kultursoziologie,Sektion Kultursoziologie (Graz),70484
"Barboza, Amalia",Universität des Saarlandes,Mitarbeiterin,Sektion Wissenssoziologie,?,Deutsche Gesellschaft für Soziologie,Sektion Wissenssoziologie,Sektion Wissenssoziologie (Augsburg),70482
"Barboza, Amalia",Universität des Saarlandes,Mitarbeiterin,Sektion Methoden der Qualitativen Sozialforschung,?,Deutsche Gesellschaft für Soziologie,Sektion Methoden der Qualitativen Sozialforschung,Sektion Methoden der qualitativen Sozialforschung (Tübingen),70485
"Bauernschmidt, Stefan",Uni Kiel,Magisterstudium ,"Soziologie, Psychologie und Pädagogik",1995-2001, Friedrich-Alexander-Universität (FAU) Erlangen-Nürnberg,n,Friedrich-Alexander-Universität Erlangen-Nürnberg (Erlangen),3309
"Bauernschmidt, Stefan",Uni Kiel,Promotionsstudium , Institut für Soziologie,2002-2005, Friedrich-Alexander-Universität (FAU) Erlangen-Nürnberg,Institut für Soziologie,"Institut für Soziologie – IfS
Philosophische Fakultät und Fachbereich Theologie (Erlangen)
Friedrich-Alexander-Universität Erlangen-Nürnberg (Erlangen)",8670
"Bauernschmidt, Stefan",Uni Kiel,Wissenschaftlicher Mitarbeiter,n,2002-2008, Friedrich-Alexander-Universität (FAU) Erlangen-Nürnberg,Institut für Soziologie,"Institut für Soziologie – IfS
Philosophische Fakultät und Fachbereich Theologie (Erlangen)
Friedrich-Alexander-Universität Erlangen-Nürnberg (Erlangen)",8670
"Bauernschmidt, Stefan",Uni Kiel,Postdoktorand ,n,2008 -2011,Emmy Noether Nachwuchsgruppe,"Travelling Goods//Travelling Moods: A Trans Cultural Study of the Acculturation of Consumer Goods, 1918-1933"" mit der Einzelfallstudie",n,
"Baur, Nina",TU Berlin,Studium,Soziologie,1993-1999,Otto-Friedrich-Universität Bamberg ,,Otto-Friedrich-Universität Bamberg (Bamberg),3295
"Baur, Nina",TU Berlin,Studium,Soziologie,1993-1999,Lancaster University ,,Lancaster University (Lancaster),3273
"Baur, Nina",TU Berlin,Studium,Soziologie,1993-1999,Universität Hamburg ,,Universität Hamburg (Hamburg),3322
"Baur, Nina",TU Berlin,Stipendiantin,Studienstiftung des Deutschen Vokes,1994-2000,Studienstiftung des deutschen Vokes,,Studienstiftung des deutschen Vokes e.V. (Bonn),3160
"Baur, Nina",TU Berlin,Undergraduate Visiting Student,Sociology,1995-1996,Lancaster University ,,Lancaster University (Lancaster),3273
"Baur, Nina",TU Berlin,Studentische Hilfskraft,Allgemeine Soziologie und  Stadt- und Regionalsoziologie,Zwischen 1995 u. 1999,Universität Hamburg ,Institut für Soziologie,FB Sozialwissenschaften Institut für Soziologie Professur für Allgemeine Soziologie (Hamburg),619
"Baur, Nina",TU Berlin,Studentische Hilfskraft,Sozialwissenschaftliche Forschungsstelle,Zwischen 1995 u. 1999,Universität Bamberg,Professur für Soziologie,Professur für Soziologie (Bamberg),69383
"Baur, Nina",TU Berlin,Diplom,Soziologie,1999,Otto-Friedrich-Universität Bamberg ,,Otto-Friedrich-Universität Bamberg (Bamberg),3295
"Baur, Nina",TU Berlin,Wissenschaftliche Hilfskraft,Migrationsforschung,1999-2000,Otto-Friedrich-Universität Bamberg ,efms,Europäisches forum für migrationsstudien Institut an der Universität Bamberg (Bamberg),16582
"Baur, Nina",TU Berlin,Wissenschaftliche Hilfskraft,Soziologie,1999-2000,Johannes Gutenberg-Universität Mainz,Institut für Soziologie,Institut für Soziologie (Mainz),15131
"Baur, Nina",TU Berlin,Wissenschaftliche Mitarbeiterin,Methoden der empirischen Sozialforschung,2000-2004,Otto-Friedrich-Universität Bamberg ,Professur für Methoden der empirischen Sozialforschung und Wissenschaftstheorie ,Professur für Methoden der empirischen Sozialforschung und Wissenschaftstheorie (Bamberg),7416
"Baur, Nina",TU Berlin,Promotion,Soziologie,2005,Universität Bamberg,Professur für Soziologie,Professur für Soziologie (Bamberg),69383
"Baur, Nina",TU Berlin,Wissenschaftliche Mitarbeiterin/wissenschaftliche Assistentin bzw. Akademische Rätin auf Zeit,Soziologie und empirische Sozialforschung,2004-2006,Katholische Universität Eichstätt-Ingolstadt (Eichstätt),Lehrstuhl für Soziologie und empirische Sozialforschung,Fachgebiet Soziologie Lehrstuhl für Soziologie und empirische Sozialforschung (Eichstätt),11504
"Baur, Nina",TU Berlin,Junior-Professorin,Methoden soziologischer Forschung,2006-2009,Technische Universität Berlin,Institut für Soziologie,Institut für Soziologie Fachgebiet Methoden der empirischen Sozialforschung (Berlin),28150
"Baur, Nina",TU Berlin,Visiting Fellowship,,2007,Yale University,,Yale University (New Haven),3552
"Baur, Nina",TU Berlin,W3-Professorin,Methoden soziologischer Forschung,2009-,Technische Universität Berlin,Institut für Soziologie,Institut für Soziologie Fachgebiet Methoden der empirischen Sozialforschung (Berlin),28150
"Baur, Nina",TU Berlin,Visiting Fellowship,,2016,Japan's Women University,,n,n
"Baur, Nina",TU Berlin,Vorstandsmitglied ,Sektion Wirtschaftssoziologie,2016-,Deutsche Gesellschaft für Soziologie,Sektion Wirtschaftssoziologie,Sektion Wirtschaftssoziologie (Hamburg),70492
"Behrmann, Laura",http://www.dzhw.eu/gmbh/orga/mitarbeiter?auskunft=behrmann,Studium ,"Soziologie, Neuere und Neueste Geschichte und Staats- und Völkerrecht",2000 - 2007,Universität Augsburg,n,Universität Augsburg (Augsburg),3294
"Behrmann, Laura",http://www.dzhw.eu/gmbh/orga/mitarbeiter?auskunft=behrmann,Studium ,"Soziologie, Neuere und Neueste Geschichte und Staats- und Völkerrecht",2000 - 2007,Université Pierre-Mendès-France in Grenoble,n,n,n
"Behrmann, Laura",http://www.dzhw.eu/gmbh/orga/mitarbeiter?auskunft=behrmann,Magister Artium,Soziologie,2007,Universität Augsburg,n,Universität Augsburg (Augsburg),3294
"Behrmann, Laura",http://www.dzhw.eu/gmbh/orga/mitarbeiter?auskunft=behrmann,Wissenschaftliche Hilfskraft,n,2007/4 - 11,"Universität Koblenz-Landau, Campus Landau",Institut für Sozialwissenschaften ,"Institut für Sozialwissenschaften Abt. Soziologie
FB 06 Kultur- und Sozialwissenschaften (Landau)
Universität Koblenz-Landau Campus Landau (Landau)",8604
"Behrmann, Laura",http://www.dzhw.eu/gmbh/orga/mitarbeiter?auskunft=behrmann,Wissenschaftliche Mitarbeiterin,n,2007/11 - 2009/3,Universität Augsburg,Lehrstuhl für Soziologie und empirische Sozialforschung ,"Professur für Soziologie und empirische Sozialforschung
Philosophisch-Sozialwissenschaftliche Fakultät (Augsburg)
Universität Augsburg (Augsburg)",726416
"Behrmann, Laura",http://www.dzhw.eu/gmbh/orga/mitarbeiter?auskunft=behrmann,vers. Lehraufträge,n,2009/3 - 10,Universität Augsburg,Lehrstuhl für Soziologie und empirische Sozialforschung ,"Professur für Soziologie und empirische Sozialforschung
Philosophisch-Sozialwissenschaftliche Fakultät (Augsburg)
Universität Augsburg (Augsburg)",726416
"Behrmann, Laura",http://www.dzhw.eu/gmbh/orga/mitarbeiter?auskunft=behrmann,vers. Lehraufträge,n,2009/3 - 10,"Universität Koblenz-Landau, Campus Landau",Abteilung für Soziologie,"Institut für Sozialwissenschaften Abt. Soziologie
FB 06 Kultur- und Sozialwissenschaften (Landau)
Universität Koblenz-Landau Campus Landau (Landau)",8604
"Behrmann, Laura",http://www.dzhw.eu/gmbh/orga/mitarbeiter?auskunft=behrmann,Wiss. Hilfskraft,n,2009/3 - 2009/10,Universität Augsburg,"Kompetenzzentrum ""Kultur- und Bildungswissenschaft""",Universität Augsburg (Augsburg),3294
"Behrmann, Laura",http://www.dzhw.eu/gmbh/orga/mitarbeiter?auskunft=behrmann,stellvertretende Gleichstellungsbeauftragte,n,2010/11 - 2012/4,Universität Hamburg,FB Sozialökonomie der Wirtschafts- und Sozialwissenschaftlichen Fakultät,"FB Sozialökonomie, Fak. Wirtschafts- und Sozialwissenschaften
Universität Hamburg (Hamburg)",29267
"Behrmann, Laura",http://www.dzhw.eu/gmbh/orga/mitarbeiter?auskunft=behrmann,Wissenschaftliche Mitarbeiterin,n,2010/ 10 - 2011/3,Universität Hamburg," Drittmittelprojekt ""Nachbarschaftsnetzwerke"" am Arbeitsbereich Mikrosoziologie;
WiSo Fakultät","Fach Soziologie Professur für Soziologie, insb. Mikrosoziologie
Fak. für Geistes- und Sozialwissenschaften (Hamburg)
Helmut-Schmidt-Universität - Universität der Bundeswehr Hamburg (Hamburg)",726083
"Behrmann, Laura",http://www.dzhw.eu/gmbh/orga/mitarbeiter?auskunft=behrmann,Wissenschaftliche Mitarbeiterin,n,2009 /10 - 2014/8,Universität Hamburg,"Arbeitsbereich Mikrosoziologie;
Soziologie/Sozialökonomie","Fach Soziologie Professur für Soziologie, insb. Mikrosoziologie
Fak. für Geistes- und Sozialwissenschaften (Hamburg)
Helmut-Schmidt-Universität - Universität der Bundeswehr Hamburg (Hamburg)",726083
"Behrmann, Laura",http://www.dzhw.eu/gmbh/orga/mitarbeiter?auskunft=behrmann,Wissenschaftliche Mitarbeiterin,n,2014 /5 - 2016/3,Uni Bremen,"Arbeitsbereich Mikrosoziologie;
 Institut für Soziologie","Institut für Soziologie – IfS
FB 08 Sozialwissenschaften (Bremen)
Universität Bremen (Bremen)",8210
