,Quelle_Inst,function,activity,Zeitraum,Institution,spezifische Institution,SOFISwiki_Inst/Projekt,SOFISwiki_instID/Projekt-ID
"Horkheimer, Max",Lemo - Lebendiges Museum Online,Studium ,Psychologie und Philosophie,1919-1922,Goethe-Universität Frankfurt,,Goethe-Universität Frankfurt (Frankfurt am Main),3313
"Horkheimer, Max",Lemo - Lebendiges Museum Online,Promotion,"Betreuer: Hans Cornelius; Titel: ""Antinomie der teleologischen Urteilskraft""",1922,Goethe-Universität Frankfurt,,Goethe-Universität Frankfurt (Frankfurt am Main),3313
"Horkheimer, Max",Wikipedia,Wissenschaftlicher Assistent,,1922-1925,Goethe-Universität Frankfurt,,Goethe-Universität Frankfurt (Frankfurt am Main),3313
"Horkheimer, Max",Lemo - Lebendiges Museum Online,Habilitation,"Titel:""Kants Kritik der Urteilskraft als Bindeglied zwischen theoretischer und praktischer Philosophie""",1925,Goethe-Universität Frankfurt,,Goethe-Universität Frankfurt (Frankfurt am Main),3313
"Horkheimer, Max",Lemo - Lebendiges Museum Online,Ernennung zum Privatdozent,,1926,Goethe-Universität Frankfurt,,Goethe-Universität Frankfurt (Frankfurt am Main),3313
"Horkheimer, Max",Lemo - Lebendiges Museum Online,Ernennung zum Ordinarius,Sozialphilosophie,1930,Goethe-Universität Frankfurt,,Goethe-Universität Frankfurt (Frankfurt am Main),3313
"Horkheimer, Max",Uni Frankfurt,Mitbegründer des Instituts für Sozialforschung,,1931,Institut für Sozialforschung an der Universitüät Frankfurt ,,Institut für Sozialforschung -IfS- an der Universität Frankfurt am Main (Frankfurt am Main),1796
"Horkheimer, Max",Lemo - Lebendiges Museum Online,Direktor Institut für Sozialforschung,,1931,Institut für Sozialforschung an der Universitüät Frankfurt ,,Institut für Sozialforschung -IfS- an der Universität Frankfurt am Main (Frankfurt am Main),1796
"Horkheimer, Max",Uni Frankfurt,Errichtung des Instituts für Sozialforschung,,1934,Columbia University,,Columbia University New York (New York),659
"Horkheimer, Max",Uni Frankfurt,Erneute Ernennung zum Ordinarius,Sozialphilosophie,1949-1959,Goethe-Universität Frankfurt,,Goethe-Universität Frankfurt (Frankfurt am Main),3313
"Horkheimer, Max",Uni Frankfurt,Rektor der Universität,,1951-1953,Goethe-Universität Frankfurt,,Goethe-Universität Frankfurt (Frankfurt am Main),3313
"Horkheimer, Max",Uni Frankfurt,Gastvorlesungen ,,1954-1959,Universität Chicago,,University of Chicago (Chicago),3270
"Horkheimer, Max",Uni Frankfurt,Emeritierung ,,1959,Goethe-Universität Frankfurt,,Goethe-Universität Frankfurt (Frankfurt am Main),3313
"Nagel, Ulrike",Universität Magdeburg,Professorin,,?,Otto-von-Guericke Universität Magdeburg,,Otto-von-Guericke-Universität Magdeburg (Magdeburg),15397
"Nagel, Ulrike",Karlshochschule,Dozentin,,2014 - ?,Karlshochschule International University,,n,n
"Schulz, Winfried",Meyer-Struckmann-Stiftung,Studium,"Soziologie, Psychologie, Publizistik",1960-1964,Ludwig-Maximilians-Universität München,,Ludwig-Maximilians-Universität München (München),3339
"Schulz, Winfried",Wikipedia,Studium,"Soziologie, Psychologie, Publizistik",1960-1964,Universität Mainz,,Johannes Gutenberg-Universität Mainz (Mainz),3336
"Schulz, Winfried",Meyer-Struckmann-Stiftung,Studium,"Soziologie, Psychologie, Publizistik",1960-1964,FU Berlin,,Freie Universität Berlin (Berlin),1255
"Schulz, Winfried",Meyer-Struckmann-Stiftung,Studium,Diplom Soziologie,1964,FU Berlin,,Freie Universität Berlin (Berlin),1255
"Schulz, Winfried",Meyer-Struckmann-Stiftung,Wissenschaftlicher Assistent,Publizistik,1965-1972,Universität Mainz,Institut für Publizistik,Institut für Publizistik (Mainz),9267
"Schulz, Winfried",Meyer-Struckmann-Stiftung,Promotion,Dr. rer. pol.; Titel der Dissertation: Kausalität und Experiment in den Sozialwissenschaften. Methodologie und Forschungstechnik.,1968,Universität Mainz,Institut für Publizistik,Institut für Publizistik (Mainz),9267
"Schulz, Winfried",Uni Erlangen-Nürnberg,Assistenzprofessor,,1972-1975,Universität Mainz,Institut für Publizistik,Institut für Publizistik (Mainz),9267
"Schulz, Winfried",Uni Erlangen-Nürnberg,Habilitation,Thema: Analytische Theorie der Medien. Eine kommunikationswissenschaftliche Grundlagenstudie zur Erklärung der Vermittlungs- und Wirkungsbedingungen verschiedener Medien.),1974,Universität Mainz,Institut für Publizistik,Institut für Publizistik (Mainz),9267
"Schulz, Winfried",Biografisches Lexikon der Kommunikationswissenschaft,Research Fellow,,1975-1976,University of Berkeley,,University of California Berkeley (Berkeley),3269
"Schulz, Winfried",Biografisches Lexikon der Kommunikationswissenschaft,Professor,Publizistik,1977-1983,Universität Münster,,Westfälische Wilhelms-Universität Münster (Münster),3340
"Schulz, Winfried",Biografisches Lexikon der Kommunikationswissenschaft,Vorsitzender ,,1980,DFG-Senatskommission für Medienwirkungsforschung,,,n
"Schulz, Winfried",Biografisches Lexikon der Kommunikationswissenschaft,Vorstandsmitglied,,1980-1989,DGPuK,,Deutsche Gesellschaft für Publizistik- und Kommunikationswissenschaft e.V. (Mainz),23308
"Schulz, Winfried",Biografisches Lexikon der Kommunikationswissenschaft,Koordinator,,1983-1989,DFG-Schwerpunktprogramm Publizistische Medienwirkungen,,,n
"Schulz, Winfried",Biografisches Lexikon der Kommunikationswissenschaft,Professor,Kommunikations- und Politikwissenschaft,1983-2003,Friedrich-Alexander-Universität Erlangen-Nürnberg (Erlangen),Rechts- und wirtschaftswissenschaftliche Fakultät,FB Wirtschaftswissenschaften (Nürnberg),726139
"Schulz, Winfried",Biografisches Lexikon der Kommunikationswissenschaft,Vorsitzender,,1984-1986,DGPuK,,Deutsche Gesellschaft für Publizistik- und Kommunikationswissenschaft e.V. (Mainz),23308
"Schulz, Winfried",Uni Erlangen-Nürnberg,Vertretung des Lehrstuhl,Kommunikations- und Politikwissenschaft,2003-2004(em.),Friedrich-Alexander-Universität Erlangen-Nürnberg (Erlangen),Rechts- und wirtschaftswissenschaftliche Fakultät,FB Wirtschaftswissenschaften (Nürnberg),726139
"Schulz, Winfried",Biografisches Lexikon der Kommunikationswissenschaft,ICA Fellow,,2014,International Communication Association,,,n
"Honneth, Axel",Columbia University,Studium,"Philosophie, Soziologie, Germanistik und Philosophie",1969-1974,,,,
"Honneth, Axel",Columbia University,Studium,M.A. Philosophie,1969-1974,Ruhr-Universität Bochum,,Ruhr-Universität Bochum (Bochum),3301
"Honneth, Axel",Columbia University,Studium,Postgraduate Studies,1974-1976,FU Berlin,,Freie Universität Berlin (Berlin),1255
"Honneth, Axel",IfS,Wissenschaftlicher Assistent,,1977-1982,FU Berlin,,Freie Universität Berlin (Berlin),1255
"Honneth, Axel",IfS,Forschungsstipendium,,1982-1983,FU Berlin,,Freie Universität Berlin (Berlin),1255
"Honneth, Axel",IfS,Promotion,"Titel der Dissertation: ""Kritik der Macht. Foucault und die Kritische Theorie""",1983,FU Berlin,,Freie Universität Berlin (Berlin),1255
"Honneth, Axel",Columbia University,Hochschulassistent,Assistent von Prof. Dr. Jürgen Habermas,1983-1989,Goethe-Universität Frankfurt,,Goethe-Universität Frankfurt (Frankfurt am Main),3313
"Honneth, Axel",IfS,Fellow,,1989/10-1990/07,Wissenschaftskolleg Berlin,,,
"Honneth, Axel",IfS,Habilitation,Thema Habilitation: Kampf um Anerkennung,1990,Goethe-Universität Frankfurt,,Goethe-Universität Frankfurt (Frankfurt am Main),3313
"Honneth, Axel",IfS,Professur,Philosophie,1991,Universität Konstanz,,Universität Konstanz (Konstanz),3332
"Honneth, Axel",IfS,Professur,Politische Philosophie,1992-1996,FU Berlin,,Freie Universität Berlin (Berlin),1255
"Honneth, Axel",IfS,Theodor-Heuss-Gastprofessur,,1995/09-1996/04,"New School for Social Research, New York",,New School for Social Research New York (New York),10684
"Honneth, Axel",IfS,Professur,Sozialphilosophie,1996-2011,Goethe-Universität Frankfurt,,Goethe-Universität Frankfurt (Frankfurt am Main),3313
"Honneth, Axel",IfS,Vertretung des Spinoza-Lehrstuhls,,1999/04-1999/06,University Amsterdam,,University of Amsterdam (Amsterdam),3262
"Honneth, Axel",IfS,Direktor,,2001-2011,Institut für Sozialforschung an der Universitüät Frankfurt ,,Institut für Sozialforschung -IfS- an der Universität Frankfurt am Main (Frankfurt am Main),1796
"Honneth, Axel",IfS,Professur,,2011-,Columbia University,,Columbia University New York (New York),659
"Menzel	, Wolfgang",X,X,X,X,X,X,X,X
"Knoblauch	, Hubert",TU Berlin,Studium,"Soziologie, Philosophie und Geschichte",1978-1984,Universität Konstanz,,Universität Konstanz (Konstanz),3332
"Knoblauch	, Hubert",TU Berlin,Studium,"Soziologie, Philosophie und Geschichte, Anthropologie und Linguistik",1980-1981,University of Sussex,,University of Sussex Brighton (Brighton),12537
"Knoblauch	, Hubert",TU Berlin,Studentische Hilfskraft ,SHK bei Thomas Luckmann,1982,Universität Konstanz,,Universität Konstanz (Konstanz),3332
"Knoblauch	, Hubert",TU Berlin,Assistent,,1985-1987,Universität St. Gallen,,Universität St. Gallen (St. Gallen),18203
"Knoblauch	, Hubert",Wikipedia,Forschungsaufenthalt,,1987,,,,
"Knoblauch	, Hubert",TU Berlin,Wissenschaftlicher Assistent,Wissenschaftlicher Assistent bei Thomas Luckmann,1987-1989,Universität Konstanz,,Universität Konstanz (Konstanz),3332
"Knoblauch	, Hubert",TU Berlin,Promotion,,1989,Universität Konstanz,,Universität Konstanz (Konstanz),3332
"Knoblauch	, Hubert",TU Berlin,Forschungsaufenthalt,Anthropologie,1990-1991,University of Berkeley,,University of California Berkeley (Berkeley),3269
"Knoblauch	, Hubert",TU Berlin,Wissenschaftlicher Assistent,Wissenschaftlicher Assistent bei Thomas Luckmann,1991-1994,Universität Konstanz,,Universität Konstanz (Konstanz),3332
"Knoblauch	, Hubert",TU Berlin,Lehrauftrag,,zwischen 1991-1994,Universität Bern ,,Universität Bern (Bern),3299
"Knoblauch	, Hubert",TU Berlin,Lehrauftrag,,zwischen 1991-1994,Universität Zürich,,Eidgenössische Technische Hochschule Zürich (Zürich),937
"Knoblauch	, Hubert",TU Berlin,Lehrauftrag,,zwischen 1991-1994,Universität Prag,,Charles University Prague (Prag),12386
"Knoblauch	, Hubert",TU Berlin,Habilitation,,1994,Universität Konstanz,,Universität Konstanz (Konstanz),3332
"Knoblauch	, Hubert",TU Berlin,Heisenberg-Stipendiat,,1996-2000,Universität Konstanz,,Universität Konstanz (Konstanz),3332
"Knoblauch	, Hubert",Wikipedia,Forschungsaufenthalt,,1996,University of Nottingham,,University of Nottingham (Nottingham),12364
"Knoblauch	, Hubert",Wikipedia,Forschungsaufenthalt,,1996-1997,London School of Economics,,London School of Economics and Political Science (London),10031
"Knoblauch	, Hubert",Tu Berlin ,Senior Research Fellow,,1997-1998,King's College London,,King's College London (London),12783
"Knoblauch	, Hubert",TU Berlin,Gastprofessor,,1998,Universität Wien,,Technische Universität Wien (Wien),22470
"Knoblauch	, Hubert",TU Berlin,Professor,Religionssoziologie und Religionswissenschaft,2000-2002,Universität Zürich,,Eidgenössische Technische Hochschule Zürich (Zürich),937
"Knoblauch	, Hubert",TU Berlin,Professor,Theorien moderner Gesellschaften im Fachgebiet Allgmeine Soziologie,2002-,Technische Universität Berlin,,Technische Universität Berlin (Berlin),3192
"Stichweh, Rudolf",Uni Bonn,Studium,Soziologie und Philosophie,1972-1973,FU Berlin,,Freie Universität Berlin (Berlin),1255
"Stichweh, Rudolf",Uni Bonn,Studium,Diplom: Soziologie und Philosophie,1973-1977,Universität Bielefeld,,Universität Bielefeld (Bielefeld),3300
"Stichweh, Rudolf",Uni Bonn,Forschung für Dissertation,,1977-1983,Universität Bielefeld,,Universität Bielefeld (Bielefeld),3300
"Stichweh, Rudolf",Uni Bonn,Promotion,Dr. rer. soc,1983,Universität Bielefeld,,Universität Bielefeld (Bielefeld),3300
"Stichweh, Rudolf",Uni Bonn,Forschungsstipendiant,,1984-1986,Fritz Thyssen Stiftung Köln,,Fritz Thyssen Stiftung (Köln),1277
"Stichweh, Rudolf",Uni Bonn,Forschungsstipendiant,,1985-1989,Max-Planck-Institut für Gesellschaftsforschung Köln,,Max-Planck-Institut für Gesellschaftsforschung (Köln),2461
"Stichweh, Rudolf",Uni Bonn,Forschungsstipendiant,,1987,"Maison des Sciences de l'Homme, Paris",,n,n
"Stichweh, Rudolf",Uni Bonn,Wissenschaftlicher Mitarbeiter,,1989-1994,Max-Planck-Institut für euopäische Rechtsgeschichte ,,Max-Planck-Institut für europäische Rechtsgeschichte (Frankfurt am Main),727329
"Stichweh, Rudolf",Uni Bonn,Habilitation,Fakultät für Soziologie,1990,Universität Bielefeld,,Universität Bielefeld (Bielefeld),3300
"Stichweh, Rudolf",Uni Bonn,Vertretung eines Lehrstuhls,Lehrstuhl für Soziologie,1991,Universität Mannheim,,Universität Mannheim (Mannheim),3337
"Stichweh, Rudolf",Uni Bonn,Vertretung eines Lehrstuhls,"Lehrstuhl ""Vergleichende Kultursoziolgie"" ",1993-1994,Europa-Universität Viadrina in Frankfurt an der Oder,Lehrstuhl für Vergleichende Kultursoziologie,Lehrstuhl für Vergleichende Kultursoziologie (Frankfurt an der Oder),14132
"Stichweh, Rudolf",Uni Bonn,Professor,"Lehrstuhl ""Soziologische Theorie und Allgemeine Soziologie""",1994-2003,Universität Bielefeld,,Universität Bielefeld (Bielefeld),3300
"Stichweh, Rudolf",Uni Bonn,Dekan,Fakultät für Soziologie,1999-2001,Universität Bielefeld,,Universität Bielefeld (Bielefeld),3300
"Stichweh, Rudolf",Uni Bonn,Professeur invité,,2000/02-2000/03,École des Hautes Études en Sciences Sociales ,,École des Hautes Études en Sciences Sociales (Paris),11112
"Stichweh, Rudolf",Uni Bonn,Geschäftsführender Vorstand,,2000-2003,Institut für Weltgesellschaft der Universität Bielefeld,,Institut für Weltgesellschaft (Bielefeld),24000
"Stichweh, Rudolf",Uni Bonn,Gastprofessor,Institut für Soziologie,2001/10-2002/01,Universität Wien,Institut für Soziologie,Institut für Soziologie (Wien),727140
"Stichweh, Rudolf",Uni Bonn,Sprecher des Graduiertenkollegs,"Graduiertenkolleg: ""Weltbegriffe und globale Strukturmuster. Ausdifferenzierung und funktionale Diversifikation der Weltgesellschaft""",2002-2003,Graduiertenkolleg der Universität Bielefeld,,Universität Bielefeld (Bielefeld),3300
"Stichweh, Rudolf",Uni Bonn,Geschäftsführender Vorstand,,2002-2003,"""International Graduate School in Sociology"", Universität Bielefeld",,International Graduate School in Sociology (Bielefeld),31383
"Stichweh, Rudolf",Uni Bonn,Professor,"Lehrstuhl ""Soziologische Theorie udn Allgmeine Soziologie""",2003-2012,Universität Luzern,,Soziologisches Seminar (Luzern),26437
"Stichweh, Rudolf",Uni Bonn,Fellow,,2005-2006,Wissenschaftskolleg zu Berlin,,n,n
"Stichweh, Rudolf",Uni Bonn,Rektor der Universität,,2006-2010,Universität Luzern,,Universität Luzern (Luzern),19647
"Stichweh, Rudolf",Uni Bonn,Gastprofessur,,2007,Universität Klagenfurt in Wien,Fak. für interdisziplinäre Forschung und Fortbildung Standort Wien ,Fak. für interdisziplinäre Forschung und Fortbildung Standort Wien (Wien),14721
"Stichweh, Rudolf",Uni Bonn,Gastprofessur,,2009,Universität Klagenfurt in Wien,Fak. für interdisziplinäre Forschung und Fortbildung Standort Wien ,Fak. für interdisziplinäre Forschung und Fortbildung Standort Wien (Wien),14721
"Stichweh, Rudolf",Uni Bonn,Alexander von Humboldt-Lecturer,am Department of Human Geography,2011/01,"Radboud-University Nijmegen, Niederlande",,Radboud University Nijmegen (Nijmegen),3263
"Stichweh, Rudolf",Uni Bonn,Visiting Professor,am Department of German,2011/02-2011/06,Princeton University,,Princeton University (Princeton),2624
"Stichweh, Rudolf",Uni Bonn,Ständiger Gastprofessor,,2012-,Universität Luzern,,Soziologisches Seminar (Luzern),26437
"Stichweh, Rudolf",Uni Bonn,Dahrendorf-Professor,"""Theorie der modernen Gesellschaft""",2012-,Universität Bonn,,Rheinische Friedrich-Wilhelms-Universität Bonn (Bonn),3302
"Stichweh, Rudolf",Uni Bonn,Direktor,des Forums Internationale Wissenschaft,2012-,Universität Bonn,Forum Internationale Wissenschaft,Forum Internationale Wissenschaft (Bonn),725936
"Diekmann, Andreas",ETH Zürich,Studium,"Hauptfach Soziologie, Nebenfach: Psychologie",1970-1975,Universität Hamburg,,Universität Hamburg (Hamburg),3322
"Diekmann, Andreas",ETH Zürich,Postgraduate Studies ,"Sociology,Social Statistics, Psychology",1975-1980,Universität Hamburg,,Universität Hamburg (Hamburg),3322
"Diekmann, Andreas",ETH Zürich,Research Assistent,,1975-1976,Universität Hamburg,,Universität Hamburg (Hamburg),3322
"Diekmann, Andreas",ETH Zürich,Summersemester,Statistics and research methods ,1977,University of Michigan,,University of Michigan (Ann Arbor),9913
"Diekmann, Andreas",ETH Zürich,Promotion,Dr.rer.pol.,1979,Universität Hamburg,,Universität Hamburg (Hamburg),3322
"Diekmann, Andreas",ETH Zürich,Teaching and Researching Assistent,,1976-1979,Universität Hamburg,,Universität Hamburg (Hamburg),3322
"Diekmann, Andreas",ETH Zürich,Assistant Professor,,1980-1984,Institut für Höhere Studien Wien,,Institut für Höhere Studien (Wien),1721
"Diekmann, Andreas",ETH Zürich,Guestlecturer,Data Analysis with Stochastic Models,1982,Friedrich-Alexander-Universität Erlangen-Nürnberg ,,Friedrich-Alexander-Universität Erlangen-Nürnberg (Erlangen),3309
"Diekmann, Andreas",ETH Zürich,Guestlecturer,Event-History Analysis in Criminological Research,1983,Max-Planck Institute of Crimonology,,Max-Planck-Institut für ausländisches und internationales Strafrecht Abt. Kriminologie (Freiburg im Breisgau),2455
"Diekmann, Andreas",ETH Zürich,Assistant Professor,,1984 - 1987,Ludwig-Maximilians-Universität München,,Ludwig-Maximilians-Universität München (München),3339
"Diekmann, Andreas",ETH Zürich,Guestlecturer,Event-History Analysis,1985,Universität zu Köln ,,Universität zu Köln (Köln),3327
"Diekmann, Andreas",ETH Zürich,Habilitation,Dr.rer.pol.habil,1987,Ludwig-Maximilians-Universität München,,Ludwig-Maximilians-Universität München (München),3339
"Diekmann, Andreas",ETH Zürich,Guestprofessor,Methods of empirical Research,1987,Institut für Höhere Studien Wien,,Institut für Höhere Studien (Wien),1721
"Diekmann, Andreas",ETH Zürich,Scientific Director,,1987-1989,ZUMA Mannheim,,"Zentrum für Umfragen, Methoden und Analysen (Mannheim)",3593
"Diekmann, Andreas",ETH Zürich,Guestprofessor,Social Dilemma Games,1988,Universität Groningen,,University of Groningen (Groningen),12681
"Diekmann, Andreas",ETH Zürich,Guestprofessor,Event-History Analysis,1988,Universität Utrecht,,Utrecht University (Utrecht),19936
